1||
447|Teleports the party to the town of your choice.|Переносит отряд в любой город на выбор.
448|Surrounds a group of monsters with noxious gasses, inflicting 10 points of Poison damage.|Окутывает монстров облаком вредных газов, нанося 10 очков урона Ядом.
449|Weakens the evil magic that animates the Undead, inflicting 25 points of damage.|Ослабляет магию, оживившую мертвецов, нанося 25 очков урона.
450|Allows the party to walk over both shallow and deep water.|Позволяет членам отряда идти как по прибрежным водам, так и по глубоководью.
451|Wizard Eye gives the party a bird's-eye view of their surroundings.  The view will appear in the upper right corner of the game screen.|"Волшебный глаз" даёт отряду возможность обозревать окрестности с высоты птичьего полёта. Изображение появляется в правом верхнем углу экрана.
452|{3:c}Guild Info{2}{3:l}{a}{a}Town 1's Guild was established in the year 209, shortly after the war with the elementals.  Our prices are the lowest in all of Terra.{1}|{3:c}О гильдии{2}{3:l}{a}{a}Старейшая городская гильдия, была основана в 209 году, вскоре после битвы с элементалами. У нас самые низкие цены на Терре. {1}
453|{3:c}Guild Info{2}{3:l}{a}{a}Albatross Guild.  Founded in 275 by Ramian Fig upon his return from the first expedition to Mutant Mountains.  Quality is our trademark.{1}|{3:c}О гильдии{2}{3:l}{a}{a}Гильдия Альбатроса. Основана в 275 году Рамианом Фигом после его возвращения из первой экспедиции в горы Мутантов. Качество — наша визитная карточка.{1}
454|{3:c}Guild Info{2}{3:l}{a}{a}Falcon's Guild first opened its doors in 282, when the Gargoyles were driven from Thorn Blossom Orchard.  Shop and compare.  You'll come back.{1}|{3:c}О гильдии{2}{3:l}{a}{a}Гильдия Сокола впервые открыла свои двери в 282 году, когда горгулий изгнали из Сада цветущего терновника. Купите и сравните. Вы придете снова. {1}
455|{3:c}Guild Info{2}{3:l}{a}{a}Buzzard's Guild is among the finest in the land, with a an eclectic mix of your favorite healing, travel, and combat incantations.  Enjoy the selection.{1}|{3:c}О гильдии{2}{3:l}{a}{a}Гильдия Канюка — одна из самых престижных. Широкий выбор ваших любимых лечебных, путеводных и боевых заклинаний. Наслаждайтесь.{1}
456|{3:c}Guild Info{2}{3:l}{a}{a}The origins of Eagle's Guild remain forever shrouded in mystery.  But it is no mystery you will find premium spells at a premium price.{1}|{3:c}О гильдии{2}{3:l}{a}{a}Происхождение гильдии Орла навсегда окутано завесой тайны. Но не cекрет, что у них хорошие заклинания по хорошим ценам.{1}
457|{3:c}Guild Info{2}{3:l}{a}{a}The origins of Eagle's Guild remain forever shrouded in mystery.  But it is no mystery you will find premium spells at a premium price.{1}|{3:c}О гильдии{2}{3:l}{a}{a}Происхождение гильдии Орла навсегда окутано завесой тайны. Но не cекрет, что у них хорошие заклинания по хорошим ценам.{1}
458|====|====
459||
460|Monga Melons can only be found on the south side of the river.|Монгу Мелэнс можно отыскать только на южной стороне реки.
461|One of the sewer exits under this town leads to the south side of the river.|Один из канализационных выходов под городом ведет к южной стороне реки.
462|The Gremlin King is a coward and will give you anything you want if you defeat him in battle.|Король Гремлин - трус и отдаст вам все что захотите если победить его в битве.
463|You can find Rubys, Diamonds, Emeralds, and Sapphires in the Gemstone mines.|Вы можете отыскать рубины, алмазы, изумруды и сапфиры в самоцветных шахтах.
464|{d}Be sure to cast the levitate spell before you travel around outdoors, or you may fall in a Troll Hole.|{d}Не забудьте наложить на себя заклинание левитации, выходя во внешний мир, вы можете упасть в Ямы троллей.
465|Alamar seized Prince Roland and has him locked up in the bottom of his Castle.|Аламар пленил принца Роланда и заточил его в недрах своего замка.
466|{d}Some monsters leave their camps unguarded while they hunt.  Sometimes they leave treasure behind, but they will get revenge if you take it.|{d}Некоторые монстры оставляют свои лагеря без охраны, когда охотятся. Иногда они оставляют внутри сокровища. Но если их забрать, монстры будут мстить.
467|{d}There is a rope ladder that leads to the skyroads above Darkside in the Dark Grove to the north of Castleview.|{d}В Темной Роще на севере Каслвью веревочная лестница ведет на небесные пути над Темной стороной.
468|{d}Smile.  There is a pot of gold at the end of every rainbow.|{d} Благоволение. Горшок с золотом на конце каждой радуги
469|All towns require a pass to enter.|Во все города требуется пропуск для входа.
470|{b:007}{9:000}The Head Lich of Necropolis holds the key to the Dungeon of Death on the other side of the world.|{b:007}{9:000}Руководитель личей Некрополиса хранит ключ в Подземелье Смерти на другой стороне мира.
471|The pass to Lakeside can be found in this town.|Пропуск в Лэйксайд можно найти в этом городе.
472|The Enchantress will enchant Ambrose's bridle if you take it to her.|Волшебница заколдует уздечку Эмброуза, если вы дадите ее ей.
473|{d}The only way to get into the part of Castle Blackfang Queen Kalindra is being kept at is to fly.|{d}Единственный способ попасть в эту часть замка Черный клык, где держат королеву Калиндру - это взлететь.
474|The Witches of Lakeside have been turning people into monsters for sale as guards and slaves.|Ведьмы Лэйксайд превращают людей в монстров для продажи в качестве охранников и рабов.
475|Some of the smarter monsters near this town have energy disks.|У некоторых разумных монстров близ города есть энергетические диски.
476|{d}Alamar collected some of the keys to places on the other side of the world and has them stored in the bottom of his castle.|{d}Аламар собрал несколько ключей к местам на другом конце мира и расположил их в недрах своего замка.
477|Alamar shut down the mirrors to keep hostile forces from using them for easy travel.|Аламар остановил работу зеркал, чтобы враждебные силы не использовали их для быстрых перемещений.
478|There exists a God of the Mountains who can restore the gems to the Gemstone Mines.|Есть Бог горы, который восстанавливает самоцветы в шахтах самоцветов.
479|Olympus can be found in the sky.|Олимпус можно найти в небе.
480|You will need no special pass to enter Castle Alamar.|Тебе не понадобится специальный пропуск, чтобы войти в замок Аламара.
481|Always be Positive when in the Dungeon of Lost Souls.|Всегда будь позитивным находясь а Темнице потерянных душ.
482|The key to the Western Tower is inside the Western Tower.|Ключ к Восточной башне внутри Восточной башни.
483|Darkside is but one side of a coin spinning through the void.|Темная сторона - это лишь одна сторона монеты, летящей сквозь бездну.
484|Only a Soulbox can hide a Guardian.|Только Ларец душ может спрятать Хранителя.
485|No mortal can defeat Alamar.|Ни один смертный не может победить Аламара.
486|Nibbler the Monkeydog holds the key to the Temple of Bark.|Ниблер Обязьянопёс хранит ключ к храму Барка.
487|Alamar was not born on Xeen.|Аламар родился не на Ксине.
488|Lord Xeen's scepter and Alamar's Cube are keys to the destiny of Xeen.|Скипетр лорда Ксина и Куб Аламара - это ключи к судьбе Ксина.
489|Evil is not Good.|Зло не есть добро.
490|{b:000}{9:000}Only Robbers and Ninjas can steal successfully.|{b:000}{9:000}Только ниндзя и воры умеют хорошо воровать.
491|Be sure to cast the levitate spell before you venture onto a cloud.|Не забудьте наложить на себя заклинание левитации, перед тем как отважитесь ступить на облака.
492|Vampires and Mummies are vulnerable to Turn Undead spells.|Вампиры и мумии уязвимы к заклинаниям изгнания нежити.
493|Two characters must have the pathfinder skill before you can walk in the forest.|Два персонажа должны обладать навыком следопыта, прежде чем отправиться в лес.
494|Two characters must have the mountaineer skill before you can walk in the mountains.|Два персонажа должны обладать навыком альпиниста, прежде чем отправиться в горы.
495|Everyone must have the swimming skill before you can venture into shallow water.|Два персонажа должны обладать навыком плавания, прежде чем отважиться ступить на мелководье.
496|He who runs away lives to fight another day.|С поля брани кто сбегает - завтра снова в бой вступает.
497|Be sure to put your excess gems in the bank...{a}you may need to ask Mr. Wizard for help.|Не забывайте хранить излишки своих алмазов в банке...{a}вам ведь может понадобиться помощь мистера Мага.
498|Use the Jump spell to get over traps.|Используйте заклинание "Прыжок", чтобы преодолевать ловушки.
499|{b:007}{9:000}You will earn interest on the money and gems you put in the bank.|{b:007}{9:000}Положив свои алмазы или золотые в банк, вы будете получать с них проценты.
500|It can take a long time to get through the desert without a navigator.|Путешествие через пустыню без навигатора может занять немало времени.
501|The talking trees communicate with one another on both sides of the world.|Говорящие деревья общаются друг с другом на обеих сторонах мира.
502|Helping Thaddeus will restore your age to normal.|Помогите Фаддею восстановить ваш возраст до нормального.
503|Use the Wizard Eye and Teleport spells to speed your explorations.|"Волшебный глаз" и заклинания телепорта ускорят ваши исследования мира.
504|Use the grates to cut off pursuit.|Используйте решетки, чтобы отсечь погоню.
505|Lead monsters away from treasure and then teleport back.|Уведите монстров от сокровища и затем телепортируйтесь обратно.
506|Cast your protection spells at 5:00 in the morning to get the most from them.|Накладывайте заклятия защиты в 5 утра, чтобы получить максимальный эффект.
507|{b:007}{9:000}Cast your protections spells in front of sources that gives spell points, then use the source to replenish them.|{b:007}{9:000}Накладывайте заклятия защиты перед источниками, дающими очки магии. Затем восполнитеиз них запас маны.
508|Liquids of the same color tend to have the same effect.|Жидкости одного цвета как правило имеют такой же эффект.
509|You should stop paying for tips once you have reached the 10th tip at a tavern.|Вам следует прекратить платить за подсказки после 10-й подсказки в таверне.
510|Some monsters hate certain types of characters.|Некоторые монстры ненавидят определенные типы персонажей.
511|Search fireplaces for secret buttons.|Ищите секретные кнопки в каминах.
512|Use Teleport carefully inside of towers and castles.|Осторожно используйте телепортацию в замках и башнях.
513|Each party member can have a return location for the Lloyd's beacon spell.|У каждого персонажа может быть своя точка возврата в заклинании "Маяк Ллойда".
514|{b:007}{9:000}Assign one of your characters' Lloyd's Beacons to the space in front of a mirror for easy access to the rest of the world.|{b:007}{9:000}Установите "Маяк Ллойда" одного из ваших персонажей перед зеркалом, для быстрого доступа к остальной части мира.
515|You must visit all eight corners of the world before the destiny of Xeen can be realized.|Вы должны обойти все восемь уголков мира, чтобы узнать судьбу Ксина.
516|The Dungeon of Death on the other side of the world is the ultimate Might and Magic Challenge.|Подземелья смерти на другом конце мира - тяжелое испытание для меча и магии.
517|The Soulbox is in the sewer under this city.|Ларец душ находится в канализации под городом.
518|Don't travel on the river.  There are many monsters and rapids to slow your trip.|Не путешествуйте по реке. Там много монстров и порогов, замедляющих передвижение.
519|Hi Mom and Dad!|Привет, мам и пап!
520|Monster Grub:  Worm Skins and Tortoise Tongue.  A full pack will last 5 days before going bad.  Fill your packs for 10 gold?|Монстер Граб: Шкурки червей и язык черепахи. Полного комплекта хватит на 5 дней перед тем как начнет портиться.
Наполните свои мешки за 10 золотых?
521|Soldier's rations:  Salted meat and dried fruits.  100 gold will buy enough for 20 days.  Fill your packs?|Солдатские рационы: Соленое мясо и сухофрукты. За 100 золотых обеспечите себя на 20 дней. Наполните свои мешки?
522|God's fare:  Ambrosia.  A full pack will keep for 40 days.  Fill your packs for 250 gold?|Божеская такса:  Амброзия. Полный комплект хранится 40 дней. Наполните свои мешки за 250 золотых?
523|====|====
524||
525|Human|Человек
526|Elf|Эльф
527|Gnome|Гном
528|Dwarf|Дворф
529|H-Orc|П-Орк
530||
531|Good|Добрый
532|Neutral|Нейтрал.
533|Evil|Злой
534|Male|Мужчина
535|Female|Женщина
536|Might|Сила
537|Intellect|Интеллект
538|Personality|Сила духа
539|Endurance|Сложение
540|Speed|Скорость
541|Accuracy|Меткость
542|Luck|Удача
543|Age|Возр.
544|Level|Ур.
545|Armor Class|Кл. защиты
546|Hit Points|О. здоровья
547|Spell Points|О. магии
548|Resistances|Устойчивость
549|Skills|Навыки
550|Awards|Награды
551|Experience|Опыт
552|Gold|Зол.
553|Gems|Алм.
554|Food|Еда
555|Condition|Состояние
556|Thievery{9:100}|Воровство{9:100}
557|Arms Master|Оружейник
558|Astrologer|Астролог
559|Body Builder|Атлет
560|Cartographer|Картограф
561|Crusader|Крестоносец
562|Direction Sense|Чувство Направления
563|Linguist|Языковед
564|Merchant|Купец
565|Mountaineer|Скалолаз
566|Navigator|Штурман
567|Path Finder|Следопыт
568|Prayer Master|Мастер Молитвы
569|Prestidigitator|Ловкость Пальцев
570|Swimmer|Пловец
571|Tracker|Охотник
572|Spot Secret Doors|Восприятие
573|Danger Sense|Чувство Опасности
574|Nonexistant|Нет
575|Very Poor|Мизерный
576|Poor|Скудный
577|Very Low|Оч. Низкий
578|Low|Низкий
579|Average|Средний
580|Good|Хороший
581|Very Good|Оч. Хороший
582|High|Высокий
583|Very High|Оч. Высокий
584|Great|Большой
585|Super|Огромный
586|Amazing|Удивительный
587|Incredible|Невероятный
588|Gigantic|Гигантский
589|Fantastic|Фантастичный
590|Astounding|Изумительный
591|Astonishing|Поразительный
592|Monumental|Грандиозный
593|Tremendous|Громадный
594|Colossal|Колоссальный
595|Awesome|Потрясающий
596|Awe Inspiring|Чудовищный
597|Ultimate|Максимальный
598|damage|урон
599|spell points/level|оч. магии/уровень
600|resistance|устойчивость
601|hit points/level|оч. здоровья/уровень
602|armor class|класс защиты
603|to hit target|урон по цели
604|to chance|рискнуть
605|====|====
